Classificacao do Jogador,ID do Jogador,Idade,Gols,Assistencias,Chutes,Passes,Roubadas de Bola,Cartoes Amarelos,Cartoes Vermelhos,Minutos Jogados,Posse de Bola,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante,Numero da Camisa
4.21,3121,28,1,0,0,18,1,0,0,11,51.73387573,172,72,Lisboa,Esquerdo,62
3.04,3122,28,0,0,1,20,1,0,0,26,62.70956472,178,66,Lisboa,Esquerdo,49
1.82,3123,33,0,0,1,17,0,1,0,116,50.81854694,173,68,Braga,Direito,38
5.86,3124,32,0,1,3,21,1,0,0,60,61.20356677,178,68,Lisboa,Ambidestro,95
7.44,3125,32,1,0,4,19,2,0,0,64,55.70123204,207,76,Faro,Ambidestro,60
6.83,3126,31,1,0,3,22,1,0,0,113,59.2992016,195,79,Coimbra,Direito,60
6.21,3127,27,1,0,2,18,1,0,0,112,67.85392455,206,66,Porto,Ambidestro,11
5.32,3128,18,0,0,2,20,3,0,0,64,68.57059329,175,93,Lisboa,Direito,24
3.24,3129,37,0,0,1,15,1,0,0,80,61.97935152,150,91,Braga,Direito,81
3.92,3130,38,0,1,1,21,0,0,0,29,62.80632105,171,91,Coimbra,Direito,46
6.72,3131,35,1,1,2,16,0,0,0,104,55.57759369,208,94,Coimbra,Esquerdo,14
4.53,3132,23,0,1,2,16,0,0,0,74,61.56413156,187,96,Faro,Esquerdo,29
11.53,3133,21,2,0,4,25,5,0,0,26,56.42508598,168,91,Coimbra,Direito,37
2.78,3134,23,0,0,1,19,0,0,0,84,62.60508417,204,61,Lisboa,Esquerdo,70
5.97,3135,23,1,0,3,27,0,0,0,68,55.81448634,163,94,Coimbra,Esquerdo,98
7.69,3136,25,2,0,3,16,0,0,0,94,60.87979222,173,65,Porto,Ambidestro,63
6.28,3137,28,1,0,3,19,1,0,0,67,56.95143734,207,87,Porto,Esquerdo,69
4.16,3138,30,0,1,1,21,1,1,0,98,59.28743447,183,84,Coimbra,Esquerdo,80
2.18,3139,30,0,0,0,24,0,0,0,46,60.10647373,188,90,Braga,Ambidestro,51
6.09,3140,22,0,1,4,18,1,0,0,46,60.66969387,192,71,Lisboa,Direito,83
6.73,3141,38,1,0,3,20,1,0,0,108,63.20149077,178,53,Faro,Ambidestro,10
5.31,3142,28,0,1,1,33,0,0,0,115,69.97198975,167,51,Coimbra,Esquerdo,18
3.56,3143,35,0,0,2,20,1,0,0,38,53.84829745,164,73,Coimbra,Ambidestro,66
5.12,3144,28,0,0,2,21,3,0,0,36,66.74221867,162,67,Lisboa,Ambidestro,14
-0.39,3145,25,0,0,2,15,0,0,1,22,67.97150066,198,72,Lisboa,Direito,46
3.82,3146,27,0,0,3,13,1,0,0,34,68.86176488,169,68,Braga,Esquerdo,86
7.4,3147,25,1,0,3,21,3,0,0,8,68.09832328,160,92,Braga,Ambidestro,8
4.32,3148,21,0,0,2,24,1,0,0,100,58.40529206,172,97,Braga,Direito,67
6.41,3149,36,1,0,2,24,1,0,0,101,66.71255491,163,74,Braga,Esquerdo,68
4.07,3150,28,0,1,1,17,0,0,0,78,56.81443916,200,88,Braga,Ambidestro,24
4.64,3151,37,0,0,3,20,1,0,0,106,55.51370451,206,61,Faro,Ambidestro,37
5.61,3152,21,0,0,4,17,2,0,0,84,65.6158078,166,78,Faro,Ambidestro,74
4.29,3153,19,0,1,0,27,0,0,0,98,62.4322002,184,59,Faro,Esquerdo,83
2.82,3154,26,0,0,0,25,1,0,0,43,50.8333602,156,97,Coimbra,Ambidestro,13
5.31,3155,20,0,0,3,20,2,0,0,89,67.11195726,186,68,Coimbra,Ambidestro,2
5.64,3156,34,0,0,4,17,3,0,0,9,61.52228318,208,81,Faro,Esquerdo,67
3.98,3157,25,0,1,0,23,0,0,0,85,62.4669256,151,61,Porto,Ambidestro,58
5.27,3158,23,0,0,3,22,2,0,0,92,50.346627,172,75,Porto,Esquerdo,78
5.96,3159,28,1,0,3,20,1,0,0,9,68.60067438,182,78,Porto,Direito,92
3.56,3160,18,0,0,2,24,1,0,0,10,57.1812268,185,59,Faro,Esquerdo,31
4.01,3161,37,0,0,2,20,1,0,0,86,59.10781579,150,52,Porto,Ambidestro,88
5.26,3162,24,1,0,2,23,0,0,0,61,60.64265997,195,91,Porto,Ambidestro,5
4.64,3163,21,0,1,2,17,0,0,0,78,64.44452408,183,62,Porto,Esquerdo,6
7.03,3164,36,1,0,2,22,2,0,0,105,65.79243612,171,69,Faro,Esquerdo,16
5.26,3165,18,0,0,2,17,4,0,0,5,56.6199223,207,96,Faro,Direito,57
5.22,3166,19,0,1,2,24,1,0,0,21,64.62663132,195,88,Lisboa,Direito,96
4.56,3167,27,1,0,1,20,0,0,0,49,64.94095696,196,57,Faro,Esquerdo,64
4.29,3168,23,1,0,0,22,0,0,0,73,58.5883781,153,99,Braga,Esquerdo,61
5.03,3169,27,0,0,1,18,4,0,0,31,56.93799563,206,61,Braga,Ambidestro,65
4.32,3170,39,1,0,0,18,0,0,0,94,63.33990836,168,85,Faro,Ambidestro,30
4.56,3171,30,0,1,3,17,0,0,0,9,63.44722579,158,65,Porto,Ambidestro,43
4.34,3172,35,2,0,2,7,1,0,1,78,64.04398442,198,76,Faro,Ambidestro,89
5.43,3173,29,0,1,3,18,0,0,0,112,59.79239777,197,75,Braga,Esquerdo,86
8.22,3174,38,1,1,2,21,2,0,0,88,53.24440138,192,54,Porto,Ambidestro,24
6.95,3175,18,2,0,1,20,1,0,0,24,54.61623616,188,50,Coimbra,Esquerdo,17
4.94,3176,29,0,0,2,25,3,0,0,9,51.08761443,193,80,Braga,Direito,4
7.03,3177,37,1,1,4,15,1,1,0,68,51.07210637,199,59,Braga,Ambidestro,24
7.25,3178,33,1,0,4,20,2,0,0,37,54.62993179,179,99,Porto,Ambidestro,45
4.51,3179,24,1,0,3,21,2,0,1,115,59.73214061,159,75,Porto,Direito,87
2.88,3180,37,0,1,0,15,0,0,0,6,57.85313351,171,71,Lisboa,Esquerdo,38
3.74,3181,39,0,0,1,30,1,0,0,61,53.03630093,169,82,Lisboa,Direito,12
3.94,3182,22,0,1,0,21,0,0,0,101,54.79121156,191,78,Lisboa,Direito,71
2.44,3183,22,0,0,1,16,0,0,0,75,51.40346148,189,53,Lisboa,Direito,13
4.91,3184,25,0,0,4,25,2,1,0,68,69.19392577,174,88,Lisboa,Esquerdo,59
4.2,3185,23,0,0,2,26,1,0,0,67,64.00782661,206,71,Porto,Esquerdo,97
1.65,3186,31,1,0,1,17,1,0,1,12,50.25758396,173,71,Coimbra,Esquerdo,95
6.77,3187,31,1,0,2,23,2,0,0,79,55.81269954,181,53,Coimbra,Esquerdo,16
3.92,3188,26,0,0,3,23,0,0,0,82,58.38985154,180,69,Faro,Esquerdo,5
5.07,3189,36,1,0,1,25,0,0,0,77,67.6095052,174,50,Porto,Esquerdo,77
2.71,3190,22,0,0,1,13,1,0,0,23,66.58666784,197,84,Coimbra,Ambidestro,5
4.54,3191,34,1,0,1,22,0,0,0,43,58.48777037,202,99,Porto,Ambidestro,98
8.51,3192,39,2,1,1,18,0,0,0,119,62.24664191,208,95,Faro,Direito,13
5.1,3193,22,1,0,2,19,1,1,0,92,68.47963051,150,65,Coimbra,Esquerdo,2
2.81,3194,26,0,0,1,16,0,0,0,109,60.37053073,202,87,Braga,Esquerdo,52
9.59,3195,36,2,1,4,23,3,2,0,27,61.46053612,204,68,Lisboa,Ambidestro,97
6.26,3196,34,1,1,1,18,0,0,0,99,53.8600256,191,81,Lisboa,Esquerdo,77
4.35,3197,37,0,1,0,11,1,0,0,109,69.08044414,174,54,Braga,Direito,83
3.42,3198,32,0,0,2,19,0,0,0,93,69.07893907,158,64,Porto,Direito,64
4.64,3199,36,0,1,2,20,0,0,0,73,52.81137425,186,79,Lisboa,Ambidestro,84
5.26,3200,18,0,0,3,28,2,0,0,52,52.57693217,197,51,Braga,Direito,37
3.5,3201,27,0,0,2,11,1,0,0,79,59.6042759,182,79,Coimbra,Esquerdo,10
5.59,3202,34,1,0,2,23,1,0,0,15,61.79807556,168,99,Porto,Esquerdo,40
2.75,3203,30,0,0,1,15,0,0,0,117,52.28312118,207,70,Faro,Ambidestro,10
5.62,3204,22,1,0,1,20,1,0,0,110,50.33060935,160,98,Porto,Esquerdo,90
8.38,3205,21,2,0,2,20,2,0,0,52,54.4720449,159,70,Faro,Ambidestro,86
4.06,3206,27,0,0,2,21,2,0,0,10,53.14764628,205,72,Coimbra,Direito,97
7.6,3207,36,1,0,4,28,2,0,0,21,62.26035807,191,74,Faro,Esquerdo,5
3.02,3208,23,0,0,3,16,0,0,0,11,63.27701072,163,84,Coimbra,Esquerdo,99
6.71,3209,39,1,0,4,21,2,1,0,75,63.06647184,180,91,Porto,Ambidestro,48
2.43,3210,31,0,0,2,16,0,0,0,4,60.02139976,180,64,Braga,Direito,6
7.5,3211,34,0,2,2,13,3,0,0,30,50.3342346,197,97,Braga,Ambidestro,16
2.63,3212,24,0,0,0,22,0,0,0,108,63.2115585,179,61,Lisboa,Esquerdo,32
3.5,3213,38,0,0,3,22,0,0,0,33,62.39822376,162,60,Braga,Ambidestro,15
4.21,3214,37,0,0,4,21,0,0,0,68,59.46761475,176,82,Faro,Ambidestro,60
7.72,3215,19,1,1,2,28,1,0,0,58,63.74302988,150,58,Porto,Direito,69
8.9,3216,21,1,2,1,22,2,0,0,41,55.42631617,201,84,Lisboa,Esquerdo,22
3.59,3217,31,1,0,0,19,0,0,0,13,52.87034234,203,67,Faro,Ambidestro,3
3.31,3218,20,0,0,2,18,1,0,0,1,69.67501966,160,70,Coimbra,Ambidestro,77
6.16,3219,31,0,0,6,26,1,0,0,57,68.04399474,175,69,Porto,Direito,3
1.9,3220,26,0,0,1,13,0,0,0,18,60.35964062,180,61,Braga,Esquerdo,53
6.39,3221,35,1,0,2,23,1,0,0,104,67.19684628,203,55,Coimbra,Ambidestro,23
5.8,3222,21,1,0,3,20,1,0,0,7,54.14896982,182,82,Porto,Esquerdo,30
1.89,3223,31,0,0,0,20,0,0,0,37,57.73308714,189,94,Lisboa,Direito,62
6.75,3224,24,0,2,2,13,2,0,0,9,62.6067981,172,82,Coimbra,Direito,27
6.04,3225,28,0,1,1,17,3,0,0,51,66.2107352,185,57,Lisboa,Esquerdo,54
7.14,3226,28,1,1,1,19,2,0,0,19,63.31307266,195,52,Coimbra,Direito,96
4.7,3227,36,0,0,2,19,2,0,0,97,54.16251707,166,52,Lisboa,Direito,51
2.86,3228,20,0,0,0,23,1,0,0,49,60.12537614,208,50,Faro,Ambidestro,7
5.23,3229,32,0,2,0,24,0,0,0,45,65.8904761,207,85,Braga,Direito,60
3.23,3230,18,0,0,2,13,1,0,0,27,65.48510644,167,97,Porto,Esquerdo,46
3.82,3231,19,0,0,0,26,2,0,0,65,58.14854046,189,82,Braga,Direito,45
5.09,3232,32,1,0,2,18,0,0,0,77,54.79642374,196,55,Lisboa,Ambidestro,49
4.57,3233,19,1,0,2,15,1,1,0,65,57.76948247,186,62,Coimbra,Esquerdo,49
7.72,3234,22,1,1,1,18,3,0,0,4,68.35747192,172,83,Lisboa,Ambidestro,55
4.21,3235,19,0,1,1,14,1,0,0,19,65.284614,162,97,Lisboa,Ambidestro,30
3.71,3236,23,0,0,3,19,0,0,0,89,51.33750035,159,72,Faro,Esquerdo,59
2.14,3237,20,1,1,2,20,0,1,1,3,61.49411783,179,61,Braga,Direito,32
4.11,3238,28,0,0,3,19,0,0,0,119,67.12250325,161,69,Braga,Direito,30
4.34,3239,18,0,0,3,28,0,0,0,99,61.65933841,173,89,Porto,Ambidestro,68
6.19,3240,36,1,1,0,22,0,0,0,110,67.52307753,174,50,Lisboa,Direito,89
6.35,3241,20,1,1,2,21,0,0,0,33,52.89596615,187,76,Lisboa,Direito,29
7.27,3242,20,0,2,1,16,2,0,0,109,66.12236799,167,78,Porto,Ambidestro,26
2.1,3243,21,0,0,0,19,1,1,0,102,60.06168064,204,63,Braga,Direito,96
10.33,3244,34,1,3,3,25,1,1,0,89,63.85809013,162,56,Coimbra,Ambidestro,89
3.69,3245,33,0,0,2,31,0,0,0,76,50.40877297,175,65,Braga,Esquerdo,93
3.44,3246,23,0,0,2,19,1,0,0,13,67.80486865,182,56,Porto,Direito,33
6.14,3247,34,1,0,4,21,0,0,0,48,69.06960655,193,67,Lisboa,Esquerdo,62
4.93,3248,37,0,0,2,21,2,0,0,113,53.80715697,181,98,Faro,Ambidestro,31
7.33,3249,25,1,1,4,19,0,0,0,44,50.85175744,168,70,Coimbra,Ambidestro,91
1.89,3250,32,0,0,0,22,0,0,0,24,59.03245009,160,52,Coimbra,Direito,54
7.13,3251,28,2,0,1,20,2,1,0,75,60.03110941,205,76,Coimbra,Esquerdo,85
6.3,3252,22,1,0,4,20,0,0,0,75,67.13949572,160,98,Braga,Esquerdo,6
6.6,3253,29,1,0,3,15,2,0,0,46,56.26722303,167,95,Coimbra,Ambidestro,84
3.65,3254,28,0,0,2,14,2,0,0,4,51.55452889,196,95,Faro,Direito,89
2.29,3255,36,0,0,1,20,0,0,0,24,58.88621398,191,51,Faro,Direito,69
4.57,3256,38,0,1,3,22,1,1,0,20,60.77774215,159,67,Braga,Esquerdo,50
2.68,3257,31,0,0,2,17,0,0,0,31,56.68132306,181,97,Porto,Direito,16
6.22,3258,35,1,0,3,23,0,0,0,106,68.97133706,185,95,Coimbra,Direito,25
4.52,3259,18,0,1,3,12,1,1,0,63,69.46423661,171,95,Faro,Direito,38
4.38,3260,33,0,1,1,19,0,0,0,88,69.63495857,202,78,Faro,Ambidestro,70
5.59,3261,34,0,1,4,13,1,0,0,24,54.01497518,176,81,Lisboa,Direito,28
7.06,3262,35,1,0,5,14,1,0,0,72,56.07732071,189,90,Braga,Ambidestro,20
5.14,3263,24,0,0,4,19,1,0,0,107,59.73251069,170,67,Faro,Ambidestro,56
3.13,3264,36,0,0,0,22,3,1,0,40,59.64126759,173,50,Faro,Esquerdo,77
4.02,3265,32,0,0,2,12,3,1,0,95,52.95876118,174,83,Porto,Direito,40
1.96,3266,38,0,0,0,26,0,0,0,17,51.58495861,169,88,Braga,Esquerdo,33
5.04,3267,22,0,1,0,18,2,0,0,77,59.55676122,161,59,Lisboa,Direito,49
4.9,3268,22,0,0,4,28,1,0,0,34,51.43816819,158,98,Faro,Ambidestro,62
3.46,3269,37,0,0,3,20,0,0,0,41,61.97404145,195,87,Porto,Ambidestro,85
5.39,3270,22,1,0,5,21,0,1,0,25,63.29516958,190,79,Braga,Direito,23
2.5,3271,20,0,0,0,21,1,0,0,19,59.58561568,189,79,Lisboa,Ambidestro,15
2.99,3272,30,0,0,3,19,0,0,0,5,50.15092602,208,92,Braga,Direito,32
2.82,3273,20,0,0,1,18,1,0,0,22,53.70672304,189,65,Lisboa,Esquerdo,83
5.13,3274,35,1,0,1,24,0,0,0,96,63.0118362,153,63,Porto,Ambidestro,63
3.27,3275,26,0,0,0,21,1,0,0,100,68.92149097,172,60,Lisboa,Direito,95
5.67,3276,23,1,0,2,12,2,0,0,6,61.63196027,156,60,Porto,Esquerdo,25
6.44,3277,28,0,2,1,17,1,0,0,93,61.78965322,208,53,Faro,Esquerdo,35
3.05,3278,32,0,0,2,17,0,0,0,70,61.48946149,187,70,Braga,Ambidestro,65
3.67,3279,32,0,0,1,21,2,0,0,12,61.81178199,205,53,Lisboa,Ambidestro,5
3.5,3280,35,1,1,2,16,0,0,1,61,69.0028623,190,92,Faro,Ambidestro,43
2.06,3281,27,0,0,1,17,0,0,0,11,61.39149212,165,94,Coimbra,Ambidestro,35
2.57,3282,18,0,0,2,24,0,1,0,97,55.81362646,182,91,Coimbra,Esquerdo,8
3.96,3283,31,0,0,1,25,2,0,0,24,61.14916009,183,66,Braga,Ambidestro,95
3.51,3284,28,0,0,2,26,0,0,0,65,66.34149169,181,79,Faro,Ambidestro,9
2.95,3285,19,0,0,2,20,0,0,0,43,59.63999019,150,99,Faro,Ambidestro,12
6.18,3286,33,0,1,4,17,1,0,0,63,60.80001623,192,73,Faro,Direito,15
5.85,3287,26,0,1,2,22,2,0,0,40,51.71026893,165,54,Coimbra,Ambidestro,36
9.35,3288,35,2,1,2,21,1,0,0,66,55.08352992,202,93,Lisboa,Direito,16
6.9,3289,30,1,0,5,27,0,0,0,61,53.88841523,154,79,Porto,Ambidestro,86
7.16,3290,33,1,1,4,19,0,0,0,8,64.34712565,163,95,Braga,Direito,2
8.11,3291,33,1,1,2,19,3,0,0,6,51.35724046,172,80,Braga,Esquerdo,95
7.63,3292,27,2,0,1,18,1,0,0,101,68.47122947,188,91,Braga,Direito,24
5.11,3293,32,0,1,2,32,0,0,0,39,68.65947399,207,53,Porto,Esquerdo,93
8.28,3294,32,1,1,3,22,2,0,0,33,50.01921599,180,64,Lisboa,Esquerdo,50
3.08,3295,30,0,0,1,18,0,0,0,119,68.44125248,176,93,Lisboa,Direito,34
5.21,3296,23,1,0,3,15,0,0,0,43,59.89680741,188,83,Coimbra,Esquerdo,32
3.26,3297,28,0,0,1,24,1,0,0,31,60.63738807,188,99,Braga,Ambidestro,24
2.89,3298,34,0,0,0,17,1,0,0,90,59.25249271,200,97,Lisboa,Direito,76
4.87,3299,25,0,0,1,29,2,0,0,108,61.62330631,209,74,Faro,Direito,47
4.64,3300,19,0,1,2,16,0,0,0,83,64.82582309,154,70,Porto,Direito,66
6.14,3301,18,1,0,3,22,0,0,0,105,66.12858935,179,55,Faro,Direito,45
3.13,3302,20,0,0,2,25,0,0,0,25,67.28609026,159,90,Coimbra,Direito,66
3.81,3303,21,0,0,2,16,1,0,0,93,53.85163874,177,50,Coimbra,Esquerdo,96
7.99,3304,38,1,2,2,15,0,0,0,67,68.63679989,188,95,Coimbra,Direito,2
4.9,3305,31,0,1,2,19,1,0,0,10,67.14922438,158,72,Braga,Esquerdo,54
6.78,3306,23,2,0,1,17,1,0,0,20,56.58993118,162,89,Braga,Ambidestro,43
4.19,3307,35,1,0,1,17,0,0,0,18,69.26529985,187,51,Porto,Ambidestro,95
3.52,3308,31,0,0,2,23,1,0,0,5,63.16177388,157,98,Coimbra,Direito,66
2.86,3309,32,0,0,2,21,1,1,0,73,50.08408608,205,65,Braga,Esquerdo,9
9.05,3310,22,2,1,3,28,0,0,0,8,58.66501154,155,73,Faro,Direito,69
3.61,3311,32,0,0,2,25,1,0,0,1,64.71053253,183,70,Braga,Ambidestro,40
3.27,3312,18,0,1,1,15,0,0,0,2,50.39625051,179,60,Porto,Esquerdo,4
4.63,3313,19,0,1,2,17,0,0,0,90,53.3125592,162,88,Porto,Esquerdo,22
2.84,3314,32,0,0,2,18,0,0,0,39,61.15960068,159,67,Coimbra,Ambidestro,3
5.61,3315,30,0,1,3,22,1,0,0,28,57.42597745,180,93,Coimbra,Ambidestro,51
10.28,3316,22,2,1,4,22,1,0,0,54,53.28948145,195,85,Coimbra,Ambidestro,80
13.57,3317,33,5,0,1,16,2,0,0,42,52.14646406,186,99,Coimbra,Ambidestro,20
2.49,3318,25,0,0,1,25,0,0,0,17,60.09178276,200,82,Coimbra,Esquerdo,55
3.14,3319,37,0,0,3,13,1,1,0,84,59.09478744,160,59,Porto,Esquerdo,28
7.08,3320,38,0,1,6,22,0,0,0,97,67.15266879,198,89,Lisboa,Ambidestro,37
3.16,3321,31,0,0,1,20,1,0,0,47,56.77024168,162,68,Braga,Direito,15
4.81,3322,28,0,1,3,19,0,0,0,28,62.39842394,208,64,Lisboa,Ambidestro,45
2.77,3323,20,0,0,1,24,0,0,0,67,51.55132063,187,95,Faro,Ambidestro,73
3.91,3324,24,0,0,1,11,2,0,0,115,50.06000958,173,56,Lisboa,Esquerdo,85
1.24,3325,29,0,0,0,12,0,0,0,11,54.71693896,189,79,Porto,Ambidestro,11
6.7,3326,38,1,0,6,19,0,0,0,20,58.55916746,183,91,Coimbra,Direito,21
8.32,3327,28,1,1,5,23,0,0,0,62,65.34702603,187,70,Faro,Ambidestro,50
7.26,3328,26,2,0,1,29,0,0,0,79,64.85856473,154,98,Lisboa,Ambidestro,9
5.86,3329,33,0,1,3,24,1,0,0,39,63.36243783,193,80,Coimbra,Esquerdo,99
5.38,3330,38,1,0,2,22,1,0,0,6,52.53019693,209,79,Coimbra,Ambidestro,8
9.38,3331,36,2,1,4,17,1,1,0,77,69.10767938,206,97,Braga,Ambidestro,74
4.57,3332,25,1,0,1,17,0,0,0,83,52.5743837,165,65,Coimbra,Ambidestro,31
6.69,3333,39,1,0,4,21,1,0,0,36,63.63421742,173,82,Braga,Esquerdo,16
4.49,3334,35,0,0,2,26,2,0,0,22,60.3818885,205,91,Faro,Direito,95
7.7,3335,31,1,0,3,25,2,0,0,113,60.95141857,200,80,Braga,Esquerdo,12
7.42,3336,19,1,1,1,8,2,0,0,119,62.38612335,162,86,Lisboa,Esquerdo,31
5.78,3337,26,1,0,0,22,2,0,0,92,51.65437824,176,92,Faro,Direito,30
5.63,3338,35,1,0,1,20,2,0,0,18,58.36753344,203,57,Lisboa,Direito,15
3.34,3339,29,0,0,3,13,0,0,0,78,54.48083196,187,54,Faro,Ambidestro,21
4.66,3340,20,0,1,2,14,0,0,0,94,67.6942936,203,55,Porto,Ambidestro,55
6.98,3341,18,1,0,6,26,0,0,0,12,57.84798605,182,71,Lisboa,Direito,38
8.03,3342,20,1,0,5,12,2,0,0,104,66.52039538,204,87,Porto,Esquerdo,91
5.02,3343,20,0,0,6,20,0,0,0,53,57.36363527,183,96,Lisboa,Ambidestro,97
10.69,3344,34,2,1,3,21,2,0,0,86,52.27317756,203,60,Porto,Ambidestro,32
6.12,3345,38,0,0,4,20,3,0,0,50,60.01319584,208,54,Lisboa,Esquerdo,91
6.48,3346,34,0,1,4,22,1,0,0,73,57.04091299,151,66,Porto,Ambidestro,96
5.62,3347,34,1,0,2,25,1,0,0,14,55.16081723,183,97,Coimbra,Ambidestro,98
6,3348,19,1,1,1,21,0,0,0,51,52.43666205,176,74,Braga,Direito,51
2.46,3349,31,0,0,1,25,0,0,0,21,53.49358989,199,73,Porto,Ambidestro,54
4.36,3350,36,0,0,1,11,3,0,0,77,56.36707188,188,78,Porto,Ambidestro,49
4.43,3351,29,0,1,2,17,0,0,0,68,51.43627368,194,89,Porto,Direito,58
4.29,3352,37,0,0,2,25,1,0,0,91,58.63443683,190,56,Coimbra,Direito,91
3.79,3353,36,0,0,3,25,0,0,0,53,60.02061032,171,56,Coimbra,Esquerdo,49
3.75,3354,23,0,0,1,28,1,0,0,74,53.77726681,194,87,Braga,Direito,31
4.35,3355,32,0,0,1,16,2,0,0,114,69.66348465,159,58,Faro,Ambidestro,71
7.2,3356,33,1,0,3,18,2,0,0,93,62.95164979,187,90,Faro,Direito,77
7.18,3357,20,1,0,2,26,3,0,0,29,53.50709985,159,93,Braga,Esquerdo,28
3.86,3358,19,0,0,2,23,1,0,0,44,64.16591936,184,52,Braga,Ambidestro,12
5.17,3359,24,0,1,3,23,0,0,0,62,50.07836521,204,97,Coimbra,Ambidestro,41
3.04,3360,21,0,0,5,30,1,0,1,96,53.50903389,155,70,Lisboa,Esquerdo,73
1.51,3361,35,0,0,1,12,0,1,0,95,62.21059576,201,83,Faro,Esquerdo,99
6.86,3362,38,1,0,3,25,2,0,0,3,68.47477966,205,53,Coimbra,Ambidestro,53
3.68,3363,27,0,0,2,19,1,0,0,49,61.89731534,165,55,Faro,Esquerdo,3
6.32,3364,33,1,1,0,22,1,0,0,39,69.00960402,172,76,Lisboa,Ambidestro,10
2.28,3365,32,0,0,1,22,0,0,0,7,62.07958303,183,67,Braga,Esquerdo,80
3.68,3366,23,0,1,1,18,0,0,0,28,54.85654245,171,81,Lisboa,Direito,69
5.42,3367,21,1,1,0,25,0,0,0,8,59.85093378,208,63,Faro,Esquerdo,76
3.39,3368,18,0,0,1,19,1,0,0,80,56.98615783,208,68,Lisboa,Ambidestro,6
8.61,3369,23,1,1,5,20,0,0,0,117,63.14058239,193,72,Braga,Direito,66
5.31,3370,32,0,1,4,13,0,0,0,74,54.51354955,184,72,Coimbra,Esquerdo,83
0.82,3371,30,0,0,1,23,1,0,1,104,60.13617216,187,52,Braga,Ambidestro,87
6.43,3372,27,2,0,0,15,2,1,0,80,61.6177822,194,65,Porto,Direito,55
7.51,3373,27,2,0,2,29,0,0,0,63,53.60561831,191,56,Porto,Direito,95
6.02,3374,24,1,0,1,27,2,0,0,23,57.52617118,180,94,Faro,Ambidestro,29
1.81,3375,32,0,0,0,14,1,1,0,103,55.57654419,158,93,Coimbra,Esquerdo,37
4.76,3376,24,1,0,1,21,0,0,0,72,60.7614896,164,96,Faro,Ambidestro,72
5.41,3377,25,0,0,4,23,1,0,0,117,58.97201503,199,80,Faro,Esquerdo,43
6.2,3378,33,1,0,1,22,2,0,0,65,66.04458899,170,88,Porto,Esquerdo,87
3.02,3379,20,0,1,3,18,1,0,1,96,62.38201132,190,72,Porto,Ambidestro,26
9.6,3380,18,1,2,0,22,3,0,0,93,62.12704704,180,74,Braga,Ambidestro,30
5.3,3381,18,0,0,5,25,1,0,0,32,58.12029744,205,71,Coimbra,Ambidestro,1
6.43,3382,27,1,0,4,25,0,0,0,78,52.8077196,194,95,Porto,Ambidestro,55
3.67,3383,22,0,0,2,14,2,0,0,3,54.04839995,164,89,Faro,Ambidestro,75
4.77,3384,28,0,0,4,25,1,0,0,15,69.06554595,193,60,Faro,Ambidestro,77
10.18,3385,36,1,1,7,22,2,0,0,11,59.17946736,180,53,Faro,Ambidestro,89
2.14,3386,29,0,0,1,18,0,0,0,10,65.62563945,170,88,Lisboa,Esquerdo,22
5.42,3387,21,0,1,3,22,0,0,0,87,59.25557791,150,90,Faro,Esquerdo,29
3.76,3388,25,0,0,3,21,0,0,0,72,60.52908934,186,66,Lisboa,Ambidestro,71
6.05,3389,31,1,0,3,21,1,0,0,17,65.41506971,176,78,Braga,Esquerdo,36
4.57,3390,37,0,0,5,24,0,0,0,30,61.7364383,190,53,Braga,Esquerdo,27
9.91,3391,25,3,0,4,24,0,0,0,24,50.87320425,174,60,Faro,Direito,61
7.58,3392,28,1,2,1,14,1,0,0,5,63.80548973,157,66,Porto,Esquerdo,52
4.55,3393,36,0,1,2,26,0,0,0,8,68.02623741,192,89,Braga,Esquerdo,92
5.34,3394,28,0,1,1,24,1,0,0,111,51.73308481,206,65,Coimbra,Direito,40
7.45,3395,34,2,0,2,21,0,0,0,106,51.43474225,193,79,Porto,Ambidestro,49
0.16,3396,38,0,0,2,14,0,0,1,102,61.3880021,202,60,Lisboa,Direito,77
5.14,3397,30,0,0,2,25,2,0,0,103,63.26120007,203,75,Lisboa,Esquerdo,42
3.58,3398,18,0,0,1,16,1,0,0,107,68.96158489,201,63,Faro,Ambidestro,44
5.13,3399,18,0,1,1,18,1,0,0,109,62.30922292,202,76,Braga,Esquerdo,82
5.6,3400,28,0,0,3,26,2,0,0,93,62.34952503,190,65,Lisboa,Direito,86
3.04,3401,38,0,0,4,26,0,1,0,14,62.77143267,163,63,Faro,Direito,8
5.25,3402,39,0,0,5,14,1,0,0,98,53.04573383,177,71,Lisboa,Ambidestro,38
3.76,3403,30,0,0,3,20,0,0,0,85,54.93573362,160,73,Faro,Direito,35
5.72,3404,35,0,1,4,14,0,0,0,109,60.83747289,193,73,Braga,Ambidestro,38
8.37,3405,21,2,0,0,27,3,0,0,35,62.60890197,188,52,Porto,Esquerdo,54
2.77,3406,35,0,0,1,24,2,1,0,2,65.5317882,150,73,Porto,Direito,40
2.75,3407,24,0,0,1,18,0,0,0,89,61.02385045,185,89,Faro,Direito,57
0.11,3408,36,0,0,2,23,2,2,1,108,66.00427214,207,64,Faro,Esquerdo,32
-0.12,3409,38,0,0,0,24,1,0,1,48,57.8176089,169,57,Porto,Esquerdo,78
