Risco de Lesao,ID do Jogador,Idade,Lesoes Anteriores,Intensidade do Jogo,Posicao Jogada,Minutos Jogados,Tempo de Recuperacao,Metricas Fisicas,Carga de Treinamento,Condicoes Climaticas,Tipo de Partida,Qualidade da Equipe Medica,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Numero de Fans nas Redes Sociais,Numero de Anos no Clube
0.331196479,1894,31,1,Low,Forward,53,4,1.709481866,65.78052231,Windy,Cup,5.670313635,180,53,Faro,226349,8
0.285418973,1895,20,0,Low,Forward,82,4,5.800387275,55.17120979,Windy,Cup,4.980611882,186,79,Coimbra,393254,7
0.655477684,1896,25,2,Medium,Goalkeeper,85,1,3.511685493,11.37708283,Rainy,Cup,3.224166667,164,87,Lisboa,119345,3
0.49303021,1897,28,1,Medium,Defender,25,1,2.094027665,75.05571432,Clear,Friendly,4.57648913,177,69,Lisboa,902620,1
0.548882155,1898,25,0,High,Goalkeeper,85,3,5.501242903,50.20758954,Snowy,League,3.628119689,156,90,Porto,961936,4
0.666816135,1899,34,3,High,Defender,82,4,4.893239452,67.11364685,Snowy,Cup,5.792601902,159,69,Braga,495165,9
0.455958078,1900,25,3,Low,Midfielder,83,4,7.348970426,32.39175909,Windy,League,5.921517132,201,54,Faro,789378,6
0.503161046,1901,19,2,High,Midfielder,29,4,6.489517687,61.24399319,Snowy,Cup,4.452772247,159,53,Porto,818519,1
0.442141656,1902,31,1,Medium,Midfielder,49,1,4.316912589,58.56613208,Clear,League,8.588016764,204,78,Lisboa,191376,2
0.614071931,1903,31,1,High,Midfielder,67,2,2.82172729,33.87796558,Rainy,Cup,4.688548063,165,70,Faro,318889,4
0.385286686,1904,18,0,High,Goalkeeper,30,3,6.206956781,40.30802397,Snowy,Cup,5.902512151,186,79,Lisboa,3707,9
0.251318802,1905,27,0,Medium,Forward,3,4,4.703536707,46.32031446,Windy,League,6.495450521,156,73,Porto,463489,2
0.579298962,1906,30,2,Medium,Defender,53,2,4.174232472,67.17341994,Windy,League,3.955972662,182,56,Coimbra,353489,1
0.649531368,1907,37,1,High,Midfielder,103,3,4.934039853,63.27978301,Rainy,League,4.984643603,164,57,Lisboa,460627,5
0.429394878,1908,21,0,High,Goalkeeper,20,2,3.599743024,61.59113774,Clear,Cup,5.435658948,153,87,Braga,871466,8
0.474937486,1909,25,1,Low,Forward,115,3,2.420197519,49.57678612,Windy,League,3.743325262,156,91,Coimbra,800444,7
0.373241284,1910,39,1,Medium,Goalkeeper,6,2,3.424772115,47.81379233,Snowy,Friendly,8.904729908,152,91,Lisboa,561758,8
0.492078047,1911,19,1,Medium,Midfielder,56,4,7.431047525,86.98978406,Clear,Cup,0.64886297,208,94,Coimbra,268020,3
0.429689751,1912,35,0,Medium,Defender,42,2,5.017431045,39.32040602,Snowy,Friendly,5.656901922,163,93,Porto,410697,1
0.40221213,1913,20,0,High,Goalkeeper,22,3,4.924458024,47.83929359,Rainy,Cup,5.091870021,188,92,Porto,20688,5
0.415684984,1914,28,1,Low,Goalkeeper,108,2,2.212588084,55.70345222,Rainy,Cup,7.689457377,195,70,Braga,580653,4
0.59365617,1915,23,0,High,Defender,44,3,6.588286319,50.89239571,Clear,Friendly,-0.949366838,169,57,Coimbra,711845,1
0.551961594,1916,20,1,Medium,Goalkeeper,106,2,5.374195635,38.10019253,Rainy,Friendly,4.085190158,175,94,Braga,136803,2
0.396815123,1917,29,2,Low,Defender,14,3,6.252860634,26.79446957,Rainy,Friendly,4.088157596,163,87,Coimbra,429149,3
0.468732542,1918,29,1,Low,Goalkeeper,45,1,6.629174397,64.85458783,Rainy,Friendly,3.414406453,158,60,Lisboa,448072,2
0.462708183,1919,23,1,High,Midfielder,48,3,3.454283594,33.52097913,Snowy,Cup,6.986416649,196,91,Faro,895625,5
0.37831557,1920,28,1,Low,Goalkeeper,104,4,4.501306572,70.67894618,Rainy,Friendly,6.188341156,190,97,Braga,620739,8
0.519620769,1921,38,3,Medium,Goalkeeper,10,4,3.852160683,40.72697936,Windy,League,4.82789225,166,56,Porto,574650,1
0.578722468,1922,22,2,High,Defender,51,2,3.886868876,45.58904939,Rainy,Friendly,5.962943384,205,89,Coimbra,943652,7
0.569192062,1923,31,0,High,Goalkeeper,86,3,2.733018745,24.61069423,Windy,League,3.903708162,183,59,Coimbra,561940,1
0.421765739,1924,18,0,Low,Defender,65,1,0.441298964,77.30864873,Snowy,Cup,2.248468152,170,62,Coimbra,872334,1
0.442890791,1925,38,0,Low,Goalkeeper,94,3,5.882048805,48.70627531,Rainy,Cup,3.773967476,181,56,Braga,838581,3
0.646521557,1926,34,2,Low,Midfielder,109,1,5.824729866,76.47114658,Snowy,League,3.066384945,165,78,Lisboa,747142,4
0.612860046,1927,37,2,Medium,Goalkeeper,64,2,5.152770593,39.19045501,Snowy,League,4.446571001,184,88,Lisboa,12824,2
0.244144334,1928,22,1,Low,Midfielder,48,4,7.819960512,33.43175344,Windy,Cup,7.372950683,175,93,Coimbra,537971,4
0.749081169,1929,39,3,High,Defender,80,3,3.444735548,25.76489195,Clear,League,4.577912188,193,80,Braga,702515,8
0.564672315,1930,21,2,Medium,Defender,114,3,6.800467039,33.55624264,Rainy,Friendly,5.139026402,188,55,Porto,646103,8
0.525056054,1931,30,0,Medium,Midfielder,82,1,1.414569833,92.66650736,Snowy,League,4.605035213,204,70,Coimbra,277292,8
0.421409865,1932,18,1,Medium,Forward,68,3,5.677580935,58.36401304,Rainy,Friendly,5.47139299,175,74,Faro,662080,5
0.48027542,1933,31,3,Low,Midfielder,65,2,1.914793565,75.32448075,Windy,Cup,7.724459817,204,79,Braga,770815,8
0.439438836,1934,36,2,Medium,Defender,21,3,5.221950012,32.04436293,Rainy,Cup,7.473837533,187,60,Faro,26754,8
0.667941651,1935,29,3,High,Defender,1,2,4.799091774,56.77011995,Clear,Friendly,2.946453625,178,63,Coimbra,399705,3
0.725686811,1936,18,3,High,Midfielder,64,2,3.57138987,63.57388361,Windy,Friendly,2.328792086,173,61,Coimbra,985555,1
0.635173556,1937,36,2,Medium,Defender,109,2,3.185191178,53.38078348,Snowy,League,5.981674583,150,79,Porto,606912,7
0.351137615,1938,29,1,Low,Forward,21,3,5.389385444,39.7473619,Windy,Friendly,4.036022435,177,51,Porto,658898,3
0.912140205,1939,36,5,High,Defender,93,2,3.615490534,77.72020848,Clear,Cup,4.192181196,152,70,Porto,88527,9
0.606131246,1940,35,1,High,Forward,79,4,3.974722132,29.49285194,Snowy,Friendly,3.614131259,186,57,Porto,872021,8
0.449625402,1941,34,2,Medium,Goalkeeper,59,4,4.501769529,34.87939966,Clear,Cup,7.522835606,204,84,Coimbra,110890,8
0.452064789,1942,29,0,High,Goalkeeper,11,2,6.671902833,35.11144597,Snowy,Friendly,5.381149412,193,56,Porto,294780,9
0.317276464,1943,36,0,Low,Goalkeeper,72,3,3.835372227,68.66987499,Rainy,Friendly,7.291060771,188,98,Lisboa,350085,1
0.511928808,1944,39,1,Low,Goalkeeper,0,1,5.355684803,41.29204523,Rainy,Friendly,0.768277291,159,94,Porto,606139,7
0.5142016,1945,21,2,High,Goalkeeper,1,2,4.747008309,48.25269724,Clear,League,5.516755165,179,99,Coimbra,384140,9
0.460158601,1946,19,0,Medium,Forward,114,2,2.538213078,41.16721261,Rainy,League,5.807621023,175,68,Lisboa,756329,1
0.338588912,1947,31,1,Low,Defender,15,1,5.086402974,54.173574,Clear,Cup,7.350543146,171,59,Porto,868548,2
0.470221693,1948,28,1,Medium,Midfielder,80,3,1.578425839,33.61691283,Windy,Cup,5.920015116,166,58,Faro,148067,4
0.482624637,1949,29,1,High,Goalkeeper,51,3,2.441095516,64.39788112,Rainy,League,7.394804124,171,76,Lisboa,523276,2
0.683094399,1950,37,1,High,Midfielder,73,2,2.177416876,33.65019064,Rainy,Cup,3.258495433,159,78,Porto,777314,5
0.536279731,1951,37,1,Low,Forward,110,2,5.493689208,39.37676847,Snowy,Friendly,4.436509732,173,56,Faro,414410,7
0.700366957,1952,36,2,High,Goalkeeper,104,3,5.491565738,54.59856131,Snowy,Cup,5.116954336,190,68,Faro,503087,5
0.387065707,1953,21,1,Medium,Goalkeeper,4,2,4.362633436,26.92449919,Snowy,Cup,5.071235571,209,92,Coimbra,884925,1
0.502171606,1954,31,1,High,Forward,5,4,6.54656614,82.38998747,Snowy,Friendly,2.860007815,206,95,Faro,260164,1
0.671337983,1955,24,1,High,Defender,104,2,6.893966047,42.15378392,Windy,League,3.273864219,159,88,Coimbra,928838,1
0.49717013,1956,33,1,Low,Goalkeeper,34,1,6.191855163,66.03260837,Rainy,Cup,2.306744521,166,56,Faro,36501,5
0.594318201,1957,20,0,High,Defender,109,2,4.484337572,58.25337245,Rainy,Friendly,3.690155277,160,69,Lisboa,97406,1
0.246931143,1958,21,0,Medium,Forward,8,3,5.725434642,54.33694666,Snowy,Cup,7.317019545,203,69,Coimbra,333085,4
0.387513955,1959,21,1,Medium,Forward,21,3,4.385730019,55.91751051,Rainy,League,4.644523206,207,86,Lisboa,546592,8
0.518825081,1960,38,1,Medium,Defender,84,4,4.650855705,39.26350687,Clear,Cup,4.510516967,184,77,Coimbra,318549,9
0.514505181,1961,24,0,Medium,Forward,97,1,7.27570858,28.75741309,Windy,Cup,4.862641086,198,57,Coimbra,916242,6
0.67545183,1962,34,1,High,Midfielder,68,1,6.587616042,58.80457741,Snowy,Friendly,4.155188649,190,84,Coimbra,136529,4
0.380591745,1963,31,0,Low,Goalkeeper,48,1,3.923673172,51.65251303,Windy,Cup,5.220013673,176,72,Faro,681362,8
0.542980152,1964,33,2,Medium,Midfielder,75,4,5.802675301,36.06263413,Rainy,League,4.45344638,199,71,Lisboa,99295,1
0.564338909,1965,29,3,Medium,Goalkeeper,45,3,3.06342286,64.72838993,Rainy,Cup,4.861030021,171,73,Braga,674307,9
0.44788068,1966,19,1,Low,Forward,102,4,2.720036419,45.82833286,Clear,Friendly,1.644372523,153,86,Coimbra,323478,6
0.551517656,1967,36,1,Low,Forward,117,3,3.134185596,33.54851341,Snowy,Friendly,2.645059118,181,54,Lisboa,33724,4
0.472915426,1968,28,2,Medium,Midfielder,60,4,3.839339562,51.70930732,Clear,Friendly,5.576233575,150,56,Braga,894443,4
0.427371136,1969,31,0,Medium,Goalkeeper,4,1,5.357372884,66.54657286,Clear,League,4.23530288,157,95,Lisboa,718645,9
0.494222402,1970,34,1,Medium,Defender,54,3,6.269345073,65.12977826,Rainy,League,4.469273664,181,52,Coimbra,118563,2
0.548033563,1971,38,1,High,Midfielder,110,4,6.129478723,59.4180624,Windy,League,8.329580248,163,61,Lisboa,394433,2
0.665139769,1972,20,2,Medium,Goalkeeper,115,1,5.057263343,47.76020022,Clear,Friendly,3.703002793,183,86,Faro,182597,1
0.540917284,1973,35,1,Low,Defender,93,1,5.198439924,43.25711449,Clear,Cup,4.304694565,155,59,Coimbra,195652,5
0.348404507,1974,28,0,Low,Midfielder,106,4,2.821129302,53.30211389,Windy,Cup,5.198085046,208,78,Lisboa,58513,8
0.422734186,1975,37,1,Medium,Goalkeeper,48,3,7.721660091,56.45088658,Snowy,Cup,7.575426674,177,60,Braga,597359,5
0.411563506,1976,23,1,Low,Defender,83,2,4.078927944,68.55339322,Clear,Friendly,5.525112486,168,90,Coimbra,74276,1
0.582226445,1977,27,1,High,Midfielder,3,2,3.343296524,59.42472418,Windy,Friendly,1.560940315,159,62,Coimbra,253903,7
0.424949478,1978,22,3,Low,Forward,35,3,1.304581935,80.09222496,Rainy,League,5.267928798,183,76,Braga,632234,3
0.653354247,1979,33,1,High,Defender,102,1,3.504094116,61.17770454,Rainy,Friendly,6.869564966,163,57,Porto,571475,4
0.404137119,1980,30,0,High,Defender,15,3,5.969396347,46.36152181,Snowy,League,6.354608496,170,69,Braga,770855,9
0.177000034,1981,30,0,Low,Forward,22,4,3.3795778,46.21103682,Clear,Friendly,7.675994858,203,65,Porto,466010,3
0.505436728,1982,20,2,Low,Defender,44,1,-0.502781309,66.58149699,Clear,Cup,2.609464954,173,68,Braga,847554,7
0.315598754,1983,26,0,Low,Midfielder,11,3,3.259109855,41.04351297,Snowy,League,2.051516747,175,99,Faro,538914,9
0.560923859,1984,38,3,Medium,Goalkeeper,8,2,5.10931044,64.8623765,Windy,League,5.817720249,196,71,Braga,975988,2
0.327607138,1985,20,0,Low,Midfielder,108,3,6.96168334,57.24603967,Snowy,Friendly,6.167483448,207,96,Braga,217535,8
0.473857686,1986,35,1,Low,Midfielder,27,1,4.095098728,16.38557877,Windy,Cup,3.204265793,156,66,Lisboa,291257,9
0.438039563,1987,26,1,Low,Forward,116,2,2.683777927,36.67135651,Windy,Friendly,6.889543703,161,94,Porto,108421,7
0.324675654,1988,20,1,Low,Forward,40,1,1.216766554,49.7852841,Windy,Friendly,7.454346523,160,75,Faro,171815,6
0.222115905,1989,26,0,Low,Forward,14,4,8.025614333,66.32347797,Clear,Cup,4.659491559,206,92,Faro,566680,8
0.708327547,1990,32,2,High,Defender,71,2,4.457925929,53.06293419,Snowy,Friendly,3.565554968,189,64,Faro,656439,9
0.352426752,1991,31,2,Low,Goalkeeper,21,3,4.913445387,35.58826361,Snowy,Friendly,6.666498674,157,77,Lisboa,413437,1
0.307630554,1992,27,0,Low,Goalkeeper,20,3,7.177412275,32.25073565,Snowy,League,3.078228091,178,77,Lisboa,188914,6
0.572527917,1993,22,1,High,Defender,117,3,6.650721541,44.4176906,Rainy,League,6.333598403,150,99,Porto,294866,4
0.386322229,1994,22,0,Low,Forward,105,2,6.857830323,44.9482236,Rainy,Friendly,5.335052899,165,67,Braga,899414,9
0.686399792,1995,35,2,Low,Goalkeeper,83,1,4.733058558,53.22724542,Clear,Friendly,0.089634685,188,66,Braga,494008,5
0.334912622,1996,22,1,Low,Midfielder,2,3,2.786303856,51.31804878,Rainy,Cup,2.367944675,172,80,Braga,531242,4
0.441008598,1997,18,0,High,Midfielder,32,4,7.054202669,39.97068698,Rainy,Cup,2.334474311,168,60,Faro,555261,3
0.450873865,1998,22,1,High,Midfielder,20,4,4.183286613,45.13502521,Clear,League,4.26331288,208,64,Coimbra,489092,1
0.436935345,1999,19,0,High,Forward,7,1,3.093196189,41.49010917,Rainy,Friendly,5.41815209,178,58,Coimbra,833895,4
0.523034907,2000,29,0,High,Midfielder,63,2,6.850568805,53.06409302,Snowy,League,5.504572752,174,73,Braga,831472,7
0.492199499,2001,38,1,Low,Forward,97,3,7.511260235,49.3493715,Clear,Cup,4.260549863,160,86,Faro,904635,7
0.474417111,2002,22,2,Medium,Defender,47,4,4.348864231,23.94089222,Snowy,Cup,3.70632832,157,91,Lisboa,775632,9
0.76794464,2003,36,2,High,Defender,55,1,6.235253071,27.60881988,Snowy,Cup,2.287807296,193,91,Porto,503666,8
0.541508747,2004,30,0,Medium,Midfielder,93,1,4.747615253,54.4209128,Clear,Cup,4.572110125,155,57,Braga,253499,4
0.322277298,2005,25,0,Low,Midfielder,42,2,6.424306562,77.10998976,Clear,League,4.811017021,197,55,Coimbra,153231,6
0.242633455,2006,20,1,Medium,Forward,0,4,7.325974424,16.99353986,Windy,Cup,7.784899611,205,95,Coimbra,400096,5
0.560572775,2007,30,0,High,Goalkeeper,82,1,3.536251742,47.34222987,Rainy,Friendly,6.648782018,174,93,Faro,442021,4
0.372300472,2008,33,1,High,Defender,1,4,4.995794791,57.72132048,Rainy,Friendly,8.301638319,202,72,Lisboa,853429,2
0.391613988,2009,20,1,Medium,Defender,11,2,3.71209184,65.39583996,Clear,Cup,5.118080712,177,88,Lisboa,47851,9
0.516712036,2010,19,1,Medium,Defender,114,3,6.590928256,44.49855811,Clear,Friendly,4.422155831,188,94,Braga,13162,9
0.554478314,2011,35,0,High,Goalkeeper,29,3,3.903981994,44.40119182,Snowy,Cup,1.881999853,209,81,Braga,731849,2
0.551613303,2012,34,1,Medium,Defender,99,3,3.168549153,36.99158729,Rainy,Friendly,4.741137416,161,68,Coimbra,691365,1
0.288929734,2013,21,1,Low,Goalkeeper,18,4,2.732587365,27.22169087,Windy,Cup,3.611663985,179,50,Porto,527748,6
0.54278748,2014,32,2,High,Forward,14,1,7.080820261,51.93699558,Windy,Cup,8.428012985,166,76,Braga,862886,7
0.509709497,2015,28,1,Medium,Defender,103,3,1.146470104,15.27960938,Windy,Cup,5.642606606,154,61,Lisboa,228881,4
0.617034126,2016,35,0,Medium,Forward,95,1,7.550454348,49.42832064,Windy,League,2.467092423,191,98,Braga,717308,8
0.868134825,2017,39,4,High,Forward,41,1,3.726383466,39.84694003,Snowy,Cup,2.554818917,182,92,Faro,128737,2
0.657709098,2018,28,4,Low,Forward,96,2,5.374116269,33.34385672,Rainy,Friendly,4.066007798,158,99,Coimbra,310707,6
0.51488501,2019,33,2,Low,Goalkeeper,119,2,6.881281106,51.9266406,Rainy,Friendly,7.472067392,156,66,Porto,659748,8
0.422832191,2020,34,1,Medium,Midfielder,12,3,4.205372902,58.90303803,Clear,League,4.946408249,191,72,Braga,752801,5
0.454677697,2021,26,2,Medium,Forward,70,4,4.832471432,23.60521411,Clear,Friendly,6.557348551,191,61,Faro,928528,9
0.537463141,2022,25,2,Low,Goalkeeper,105,1,5.216605265,74.20593893,Snowy,Cup,5.729654359,173,82,Faro,703468,8
0.570190514,2023,28,3,Low,Forward,105,3,4.751585286,72.10565678,Clear,Friendly,4.446103064,162,98,Lisboa,223102,6
0.620982876,2024,33,2,Medium,Midfielder,8,1,4.423301177,45.33217644,Rainy,Cup,1.546852813,204,52,Braga,740105,8
0.635038554,2025,35,1,Medium,Midfielder,109,4,5.084324877,32.89840801,Windy,Cup,0.67887658,166,97,Lisboa,577144,8
0.45095205,2026,34,1,Medium,Midfielder,98,2,5.094999013,69.91847322,Clear,Friendly,10.21010715,155,54,Braga,571403,9
0.381113889,2027,30,0,Medium,Defender,80,4,6.264232472,39.36877366,Snowy,Friendly,6.190271424,207,99,Faro,85332,7
0.435235085,2028,28,1,Medium,Goalkeeper,45,3,1.83268896,42.48993894,Windy,Friendly,5.312865982,198,78,Braga,679155,8
0.457831314,2029,24,0,High,Defender,8,2,2.79349376,64.00425324,Clear,League,4.094710886,161,79,Coimbra,522043,3
0.461809005,2030,39,1,Medium,Midfielder,61,4,3.822444814,31.5720773,Snowy,Cup,5.681617997,198,73,Faro,375021,7
0.27694199,2031,18,0,Low,Defender,107,4,4.695017112,67.77892173,Windy,Friendly,6.436517688,150,92,Braga,798640,2
0.415855905,2032,24,0,High,Forward,10,1,1.665383278,40.30365034,Clear,League,7.332449255,204,81,Coimbra,161829,5
0.439309406,2033,33,0,High,Defender,24,2,6.87643335,54.75303001,Rainy,Cup,7.362477737,161,50,Braga,622024,6
0.610932333,2034,38,2,Low,Midfielder,98,3,2.933225447,65.19444389,Windy,Friendly,1.783944209,153,70,Braga,350900,6
0.598061259,2035,34,3,Low,Defender,95,3,5.912325946,35.23562442,Windy,League,3.770016104,155,82,Lisboa,821563,2
0.50808017,2036,37,1,High,Goalkeeper,6,3,7.394406072,37.51597838,Clear,League,5.12607879,182,86,Coimbra,471425,7
0.435944269,2037,34,0,High,Defender,16,2,3.63599188,55.65507963,Rainy,League,7.208788084,170,54,Lisboa,163625,9
0.584967307,2038,37,0,High,Defender,61,2,8.886396647,56.08374868,Rainy,League,4.248559742,184,59,Lisboa,331624,1
0.25771554,2039,25,0,Low,Defender,72,1,4.568062665,38.69709078,Clear,Friendly,10.60817206,169,91,Faro,950559,2
0.63242329,2040,32,2,High,Forward,1,2,8.609907463,41.35422175,Clear,Friendly,2.594440738,175,82,Coimbra,115783,7
0.704217211,2041,23,2,High,Midfielder,112,1,6.12050825,69.26631014,Rainy,Cup,5.950753226,162,71,Porto,983026,1
0.420293061,2042,19,1,Low,Midfielder,57,2,5.149784823,53.0503849,Snowy,Cup,2.950517435,170,69,Braga,565815,6
0.44069927,2043,18,3,Low,Forward,7,1,6.121172657,65.98405523,Windy,Cup,5.088823983,198,53,Lisboa,121733,6
0.30274421,2044,21,0,Low,Defender,66,3,1.531372304,14.16048357,Snowy,League,4.911910846,195,53,Lisboa,487869,1
0.373891148,2045,23,0,Low,Goalkeeper,79,3,6.202196374,53.32808349,Rainy,League,3.103084234,170,68,Braga,453434,4
0.476019031,2046,29,0,Low,Goalkeeper,86,1,5.960484258,57.90396619,Clear,Friendly,3.173979868,151,68,Lisboa,343173,9
0.449061802,2047,25,0,High,Goalkeeper,114,3,3.287642121,42.15376511,Rainy,Friendly,9.412610942,201,81,Faro,235718,5
0.395566964,2048,34,0,Medium,Defender,96,3,5.20268498,54.30733751,Rainy,Cup,8.631001175,156,63,Coimbra,960961,1
0.533915109,2049,20,2,High,Midfielder,40,4,4.109740595,39.77434605,Snowy,League,4.008463734,164,51,Coimbra,799476,9
0.414970492,2050,37,1,Low,Forward,79,4,4.211327342,65.78402069,Clear,Cup,4.80208623,183,52,Braga,517129,6
0.424393752,2051,35,2,Low,Forward,18,4,4.85015305,16.60531353,Clear,League,2.840714614,207,63,Porto,656372,3
0.334994707,2052,19,2,Low,Midfielder,43,3,7.016098952,28.33594255,Snowy,Cup,6.564579034,197,90,Porto,616382,7
0.436138187,2053,33,1,Low,Goalkeeper,55,4,8.350449901,24.39997769,Windy,Friendly,1.834170436,163,79,Faro,569605,9
0.66062225,2054,29,1,Medium,Midfielder,102,2,5.636288528,17.69775164,Snowy,Cup,0.971563018,199,61,Faro,74998,5
0.473495511,2055,30,1,Medium,Forward,28,2,4.569852269,33.45036269,Snowy,Friendly,4.502449,161,98,Faro,467137,1
0.536824626,2056,37,0,High,Defender,21,2,4.880207459,57.77922946,Windy,League,3.889167996,160,53,Lisboa,166840,7
0.562535923,2057,33,1,High,Defender,62,4,3.771522735,64.74556152,Windy,Friendly,4.059955855,174,83,Porto,85562,5
0.36016371,2058,19,0,High,Midfielder,64,4,4.027729501,28.79808409,Rainy,Friendly,7.690935315,150,87,Coimbra,906703,1
0.567339493,2059,38,1,High,Defender,103,4,8.176251217,60.88571145,Snowy,Friendly,7.129667035,156,96,Porto,990811,7
0.559151723,2060,29,1,Medium,Goalkeeper,113,1,4.925513428,44.52157855,Snowy,Cup,7.173714532,196,81,Lisboa,184912,4
0.546111096,2061,39,1,Medium,Defender,26,3,5.272413702,37.58978134,Clear,Friendly,1.583405066,184,70,Porto,472558,4
0.367623938,2062,32,0,High,Midfielder,34,4,3.712923261,49.81483859,Clear,Friendly,7.910051792,205,55,Faro,40794,1
0.651517986,2063,22,1,Medium,Goalkeeper,115,2,5.612214616,39.41641355,Rainy,Cup,0.878188502,157,74,Porto,112582,5
0.424252203,2064,24,0,Medium,Defender,64,2,4.783878576,49.90126134,Windy,Cup,5.238185082,162,99,Lisboa,137489,9
0.508879951,2065,31,1,High,Midfielder,33,4,6.828556706,28.57810582,Snowy,League,4.21828625,162,76,Porto,27447,3
0.507457524,2066,19,1,Medium,Midfielder,118,2,3.649987246,65.68118107,Windy,League,6.434941789,203,63,Coimbra,780170,4
0.321253065,2067,25,0,Low,Forward,13,3,5.288512872,82.95966651,Snowy,Friendly,1.761345888,157,97,Braga,173578,2
0.480704126,2068,22,0,Medium,Midfielder,102,3,1.192829308,82.09235932,Clear,League,3.390215391,209,65,Coimbra,182154,3
0.367895748,2069,22,2,Low,Goalkeeper,66,4,1.046071955,46.72151959,Snowy,League,5.682240365,164,92,Faro,729395,6
0.405298022,2070,38,0,Low,Forward,48,2,4.471280253,38.40961611,Snowy,League,4.032009252,185,68,Faro,81968,4
0.548509632,2071,24,0,High,Defender,73,1,4.691503752,50.86798676,Clear,League,5.568393858,170,57,Lisboa,19377,3
0.615861544,2072,28,2,Medium,Forward,114,1,6.226057841,48.13849428,Snowy,Friendly,7.06517054,172,92,Faro,894913,9
0.471879794,2073,38,0,High,Goalkeeper,8,2,3.066484892,70.42388997,Snowy,Friendly,5.968696467,158,80,Faro,341224,2
0.682316966,2074,27,1,High,Defender,97,1,5.96181164,42.9487671,Rainy,League,4.340371681,166,69,Porto,883459,8
0.476315693,2075,38,1,Low,Defender,81,1,3.295377608,59.41417957,Snowy,League,6.778482822,183,83,Faro,551022,9
0.64011885,2076,39,1,High,Defender,80,3,1.884639155,61.41595005,Rainy,Cup,4.378908109,178,80,Lisboa,362496,5
0.548911756,2077,27,1,Medium,Midfielder,41,1,1.562401962,45.37395077,Clear,Friendly,3.043572671,195,92,Porto,395783,5
0.480097066,2078,24,1,Medium,Midfielder,93,2,5.675597442,27.42624594,Clear,Cup,6.973439329,159,73,Coimbra,425095,5
0.544684869,2079,26,2,High,Defender,9,2,6.50596176,67.54212359,Windy,League,5.608549763,172,62,Faro,350626,7
0.807268421,2080,25,4,High,Goalkeeper,88,3,2.898066519,45.49684352,Clear,League,2.54212405,190,96,Porto,161124,8
0.383542012,2081,36,1,Low,Goalkeeper,82,3,3.453801138,23.61052446,Clear,Cup,7.490713775,184,99,Lisboa,390162,5
0.490044353,2082,34,2,Low,Midfielder,73,4,2.590634948,38.46537174,Clear,Friendly,3.182248298,151,98,Porto,848102,8
0.21933025,2083,33,0,Low,Forward,75,2,5.855352194,40.27633999,Snowy,League,12.35704205,169,67,Braga,347065,1
0.493925733,2084,24,0,Medium,Midfielder,81,2,3.319209996,29.08438134,Clear,Cup,3.373104305,195,82,Faro,149602,6
0.278001921,2085,27,0,Low,Forward,12,2,4.034829967,39.97196323,Snowy,League,5.226391815,171,56,Lisboa,825562,8
0.694229943,2086,38,2,Medium,Midfielder,108,1,2.050449199,45.8885545,Clear,Friendly,5.251916934,200,85,Porto,357617,4
0.622052199,2087,31,1,High,Midfielder,84,2,6.443268808,48.48610614,Clear,Friendly,5.353008524,153,62,Porto,677285,1
0.594673806,2088,25,2,High,Midfielder,46,3,5.878263811,70.14641717,Windy,Cup,4.14224148,193,76,Faro,510172,9
0.484011446,2089,29,0,Medium,Midfielder,58,1,4.444819262,35.64021914,Snowy,Cup,4.712942284,176,97,Porto,311147,2
0.797263725,2090,29,4,Medium,Midfielder,105,2,8.674927984,42.86533593,Windy,League,2.544002321,195,84,Coimbra,261771,2
0.657705602,2091,28,1,Medium,Forward,84,1,6.772023041,48.31933436,Clear,Friendly,1.26615112,202,68,Coimbra,250201,5
0.341268935,2092,35,1,Medium,Goalkeeper,15,4,6.003450171,56.77226306,Rainy,Cup,7.240657104,164,60,Braga,305502,4
0.643502624,2093,36,0,High,Goalkeeper,116,3,5.384837187,47.28659231,Snowy,League,3.48183361,185,95,Lisboa,625670,2
0.533313803,2094,19,2,Low,Midfielder,37,1,4.344157654,50.54041488,Rainy,Cup,0.883118459,193,99,Braga,279362,3
0.423985844,2095,23,1,Low,Goalkeeper,119,4,6.125618683,60.56956255,Windy,Friendly,4.315772972,188,67,Braga,93464,7
0.426851996,2096,36,1,Medium,Forward,11,4,6.839997697,57.82608676,Windy,Cup,3.673255283,183,80,Porto,333741,4
0.627721183,2097,34,3,High,Forward,53,4,5.521794084,52.65477628,Windy,League,5.703902724,151,80,Coimbra,187906,2
0.600067209,2098,28,0,High,Goalkeeper,110,2,4.76739381,44.72555088,Clear,League,4.912768349,199,98,Coimbra,314975,1
0.378776893,2099,22,0,High,Midfielder,5,3,6.995558279,17.77323015,Snowy,League,5.411092703,193,81,Braga,560622,3
0.612752471,2100,30,1,High,Midfielder,62,2,4.706231549,65.1651798,Windy,Friendly,4.275981783,189,82,Lisboa,567785,7
0.411323429,2101,29,0,Medium,Forward,61,4,6.651812853,17.00556125,Clear,Friendly,3.668289441,207,68,Coimbra,939187,7
0.547155758,2102,20,2,High,Midfielder,73,3,6.714246666,63.46345689,Rainy,League,6.790571922,204,89,Coimbra,774397,5
0.271500231,2103,19,1,Low,Midfielder,50,4,2.672950695,31.75545432,Windy,Cup,5.842973492,162,60,Porto,117235,4
