Gravidade dos Incidentes,Rivalidade Historica,Distancia entre Cidades dos Times,Consumo de Alcool,Presenca de Seguranca,Incidentes de Violencia Passados,Temperatura,Dia da Semana,Chuva,Sequencia de Vitorias do Time,Mistura na Zona dos Fas,Jogo Noite Adentro,Numero de Barracas de Concessao,Distancia de Viagem do Time Adversario
1.984649873,1,244,2,363,1,33,4,0,9,0,1,5,791
3.007005714,3,971,1,383,8,27,3,0,7,0,1,5,107
0.1,2,62,0,438,0,21,7,0,1,0,0,17,786
0.725431744,3,925,1,117,2,15,4,0,3,1,0,4,806
3.252903131,0,215,2,371,0,17,6,0,4,0,1,14,649
1.605827677,2,199,0,412,2,21,3,0,2,0,0,13,294
3.222627181,4,390,1,56,4,23,5,0,3,0,0,11,837
1.418641563,1,974,2,250,1,18,1,1,4,1,0,14,508
4.08821384,5,606,5,318,4,22,6,0,4,0,0,17,344
0.857505837,1,223,0,239,1,34,3,0,3,1,0,9,179
1.716729092,2,216,2,420,5,32,3,0,6,1,0,9,864
0.875565067,1,758,0,398,2,16,5,0,1,1,0,19,114
3.443325299,5,767,3,254,3,28,6,0,4,0,0,16,479
4.277533007,4,643,3,325,5,20,4,0,2,0,0,7,632
0.8,3,629,1,259,2,21,6,0,8,0,0,4,319
4.126333911,4,146,4,86,1,15,4,1,3,1,0,1,513
2.771682094,1,728,5,71,0,30,4,0,2,0,0,16,749
4.74445496,5,453,4,68,2,17,1,0,5,0,0,18,873
2.357272248,3,126,2,247,2,29,5,0,8,1,0,6,994
1.631133641,5,286,0,198,3,25,3,0,3,1,0,15,747
2.086896385,4,757,3,65,4,19,4,0,1,0,0,10,528
1.706275987,0,340,4,87,5,31,4,0,7,1,0,14,449
3.527547,0,185,3,231,2,30,4,0,1,1,0,18,115
6.042240263,3,869,5,56,2,34,2,0,3,0,0,1,966
2.519417183,3,857,2,441,2,32,1,0,1,1,0,12,787
5.690979601,3,938,5,147,3,19,4,1,8,0,0,12,353
1.389360253,0,930,5,425,1,33,6,0,0,0,0,3,571
1.401820833,4,416,2,458,0,22,2,0,0,0,0,1,560
2.308091309,3,597,0,33,3,28,7,1,6,1,0,2,127
3.086223284,0,951,5,38,1,25,5,1,6,1,0,9,299
4.411114641,3,297,4,144,0,29,3,0,7,0,1,9,833
2.55778191,3,815,2,360,2,15,4,0,2,0,0,7,334
3.405355398,5,263,2,410,1,34,1,0,3,0,1,9,753
4.373134155,3,813,3,359,2,26,4,1,2,0,0,2,900
0.9,0,119,1,290,3,25,1,0,9,0,0,10,903
2.855819124,4,795,5,485,2,29,2,0,1,1,0,9,291
2.535538381,0,378,4,301,1,23,1,0,5,1,0,9,265
0.85314388,0,65,0,198,2,26,6,0,2,1,0,7,749
4.681438831,3,536,5,80,0,15,5,0,3,0,0,10,194
1.984276691,5,223,0,428,2,16,1,0,0,1,0,16,803
2.448884091,2,748,3,385,3,31,6,0,7,1,0,2,471
1.309996285,2,855,5,477,1,15,3,0,1,1,0,14,186
1.366618731,2,786,0,215,1,24,2,0,8,1,0,9,753
3.513530862,0,323,5,251,0,27,1,1,6,0,0,4,814
1.577788813,3,573,2,315,0,29,4,0,6,1,0,14,995
3.738234503,2,871,5,193,2,19,7,0,0,0,0,14,399
4.072149161,1,268,4,487,2,25,5,1,1,1,1,1,614
1.463764899,1,992,5,137,0,21,7,0,4,0,1,4,363
2.289343044,1,562,0,458,3,18,3,1,2,1,0,1,165
5.410303618,4,448,4,239,0,34,1,1,7,0,1,19,298
1.1,3,160,0,50,2,25,1,0,8,1,0,14,351
2.490066518,0,513,1,290,3,21,3,0,3,0,0,12,444
1.947487169,0,838,1,171,4,28,3,0,5,1,0,17,951
4.35228842,3,690,4,401,2,21,1,0,8,1,0,13,967
0.7,5,142,1,321,1,24,4,0,4,1,0,6,75
2.25641752,5,500,1,349,1,30,4,0,6,1,0,5,548
3.145582145,4,445,2,167,4,21,4,1,1,1,1,7,896
2.574297273,3,941,0,333,1,25,1,0,3,1,1,9,345
2.781280333,5,973,1,30,2,33,2,0,8,0,0,4,384
3.172827448,4,600,4,356,1,18,1,0,9,0,0,10,221
1.14640282,2,982,2,19,2,16,2,0,1,0,1,10,802
1.758416271,2,528,1,96,0,30,4,1,3,1,1,12,59
4.704408548,4,365,5,42,1,16,1,0,8,0,0,15,375
4.717297459,3,720,4,468,2,22,6,0,8,1,0,1,482
0.5,2,747,0,370,2,25,4,0,5,0,0,14,535
3.18038385,3,402,5,348,2,20,1,0,5,0,0,6,267
3.704190997,5,817,1,212,1,32,4,1,1,1,0,7,102
3.982186604,2,288,4,13,1,31,3,1,2,0,0,13,246
5.366319772,5,153,5,32,2,33,6,0,0,0,0,10,540
1.664648799,3,956,4,206,0,25,1,0,8,0,0,9,627
1.811865055,3,927,3,318,2,20,2,0,1,0,1,2,203
3.548760763,1,78,5,378,2,26,4,0,5,0,0,8,293
3.40406181,4,138,4,398,1,26,6,0,3,0,0,4,794
3.371208422,0,424,5,283,3,26,6,0,9,1,0,14,576
4.616419721,4,446,3,282,4,19,6,1,2,1,1,5,102
1.652495226,3,612,0,451,1,20,5,0,9,0,0,7,843
2.676438203,3,413,0,460,3,29,2,0,9,1,0,19,986
2.461099704,4,999,2,116,0,21,5,0,4,1,0,5,431
3.354989457,3,196,5,378,0,21,4,0,8,1,0,11,457
3.86493444,5,363,3,387,0,17,6,0,4,0,1,4,984
4.786037109,2,597,4,209,5,22,7,0,5,1,1,17,753
0.72525496,3,845,2,449,0,25,1,0,4,0,0,17,868
4.85864742,4,501,5,433,1,33,1,0,8,1,1,9,76
3.185082121,4,948,2,352,4,15,1,0,6,1,0,5,421
4.091043436,4,555,5,224,4,16,5,0,4,0,1,19,343
1.702146147,1,535,0,11,2,32,6,0,8,1,0,13,423
4.176779022,5,150,4,130,2,33,7,0,6,1,0,12,830
3.775790952,5,156,3,112,5,34,7,0,1,0,0,17,121
2.550728122,1,906,0,158,0,27,4,1,7,0,1,18,782
3.83550702,5,986,2,445,2,32,3,1,6,1,0,2,132
3.048134139,1,340,1,161,5,33,7,0,1,1,0,16,921
2.565272316,5,398,2,62,0,22,1,0,2,1,1,5,917
1.40996862,1,666,1,175,1,29,4,0,7,1,1,1,875
3.817928184,1,782,5,413,1,32,3,0,4,1,0,15,658
0.1,5,637,0,315,1,24,3,0,1,0,0,2,466
3.370745898,1,276,5,176,3,29,7,0,9,0,1,14,762
3.794822771,5,645,3,325,0,24,4,0,6,0,0,13,335
2.728242991,1,637,4,379,2,32,1,0,1,0,0,12,237
2.043672965,4,810,1,484,3,34,1,0,2,1,1,2,763
2.86575459,0,816,4,373,4,20,2,0,0,1,0,17,109
5.01275957,5,99,5,304,4,15,4,1,8,1,0,14,714
2.302641153,1,917,0,80,1,28,6,0,4,1,0,11,518
3.117331118,4,771,0,137,1,34,3,1,8,0,0,4,840
1.990929682,0,207,5,42,2,17,5,0,0,1,0,1,659
3.11344736,1,377,5,166,2,15,5,0,9,1,0,3,708
1.996561989,0,794,0,339,2,24,6,0,1,0,0,7,379
4.321518906,5,932,3,275,4,31,7,0,8,1,0,1,567
2.764668318,0,126,1,213,4,15,1,0,7,0,0,2,287
2.371850353,2,784,4,204,2,30,2,1,0,1,0,10,262
2.794940102,3,682,2,396,2,15,6,0,9,1,1,15,80
3.6867559,2,503,5,470,1,17,7,0,9,1,0,7,396
6.168761,5,359,5,118,4,19,7,1,5,1,1,5,934
2.959104669,5,376,0,168,4,33,5,0,4,0,1,16,327
2.275560553,0,557,4,292,5,28,1,1,9,0,1,9,130
2.556111342,4,902,4,463,2,28,2,1,2,0,0,5,494
2.430658645,1,919,3,36,4,32,5,0,3,0,1,2,621
3.100173568,3,156,1,236,4,21,3,0,9,1,0,10,630
3.031488478,1,290,3,261,1,34,5,0,8,0,0,16,836
3.828589455,4,484,3,376,3,25,5,1,8,0,1,10,172
3.191995186,5,77,4,274,2,24,5,0,5,1,1,18,838
3.168596341,3,753,1,271,3,26,7,0,8,1,0,6,114
1.744644197,2,298,1,143,1,24,5,0,7,1,0,14,896
4.945162813,5,413,1,497,6,20,1,0,7,1,0,16,166
2.281144175,5,774,0,35,2,22,4,0,3,1,0,2,700
1.204644857,0,582,1,52,3,21,3,1,4,1,0,17,432
3.517759211,4,521,4,28,1,27,7,1,7,0,0,2,392
1.198814269,0,716,0,25,2,26,4,0,2,0,0,5,863
0.9,0,588,2,114,1,26,1,1,7,0,1,9,229
3.010429534,1,638,5,288,4,27,5,0,6,0,0,18,280
3.584011705,5,867,3,212,2,23,7,0,7,0,0,13,652
2.871015422,4,462,1,217,2,34,2,0,1,1,0,6,770
0.801196988,0,984,2,422,1,21,2,0,0,0,0,12,709
2.010899084,2,618,1,175,1,30,4,1,9,0,0,19,276
3.507416836,3,680,3,68,1,33,7,0,1,1,0,15,544
2.765688723,4,214,4,57,1,25,6,0,4,0,0,7,769
4.220826758,1,625,4,157,3,19,2,0,8,0,0,14,766
4.723229746,4,97,3,286,3,31,4,0,7,0,1,19,189
5.266596383,5,711,2,421,4,15,3,1,6,1,0,4,126
4.243606053,1,533,0,187,3,19,2,0,3,1,0,12,772
4.449660595,3,207,5,298,3,16,7,0,2,0,0,7,408
4.909565926,2,717,5,123,2,16,6,0,3,1,0,9,877
2.680944686,0,200,5,305,1,26,5,0,7,0,1,2,224
2.987811117,4,274,0,227,2,19,1,0,7,1,0,12,795
3.702333498,1,309,1,447,5,25,3,0,5,0,0,3,609
1.478222118,3,436,3,275,1,27,7,1,3,1,0,14,604
3.789490263,0,305,3,171,4,32,2,0,2,1,0,12,848
2.70052281,3,110,0,338,3,28,7,0,7,1,0,10,860
3.877215402,2,913,2,45,3,19,2,0,9,0,0,13,206
3.695323695,0,821,5,84,2,25,7,1,1,1,0,19,752
1.048301906,0,882,3,467,2,18,7,0,7,1,0,14,758
1.304695213,0,445,4,144,3,31,4,0,4,1,0,12,908
3.289235543,1,446,4,380,1,28,3,0,8,1,0,6,602
1.132395743,0,211,3,495,2,17,1,1,9,0,1,19,827
6.398878641,3,429,5,281,3,16,1,0,7,1,0,13,411
2.308809783,1,492,5,188,1,22,4,0,2,1,0,11,975
3.962193693,0,398,5,483,2,30,4,0,3,0,1,14,456
3.411934388,3,80,2,489,3,20,4,0,8,1,0,6,344
4.56807524,3,120,4,454,2,21,2,0,5,1,1,14,475
2.817634913,4,446,2,168,3,29,7,1,8,1,0,19,784
3.148471908,3,487,0,252,2,23,3,1,2,0,0,11,75
2.558516859,5,51,1,425,0,32,1,0,7,1,0,17,187
6.285973732,2,978,5,310,2,26,5,0,8,0,1,4,415
0.285707577,0,611,0,213,0,20,1,1,0,0,0,8,180
1.66609205,0,184,1,292,6,26,6,0,8,0,1,4,306
3.922294262,0,195,4,287,2,21,3,0,9,1,0,16,441
3.517893778,3,228,1,152,4,29,4,0,1,1,1,17,228
2.509563371,3,313,1,17,4,15,2,0,4,1,0,8,172
2.231693653,0,360,3,461,1,29,1,1,2,1,0,16,367
3.189406421,5,253,1,125,2,28,5,0,0,0,0,15,786
1.112931316,1,860,3,401,0,27,2,0,4,1,0,19,776
0.994462694,1,748,1,352,2,28,1,0,6,0,1,8,503
1.671614158,2,79,3,382,5,29,7,0,1,0,0,3,770
5.111326289,4,108,4,281,0,23,3,1,1,1,0,6,786
3.495850168,2,58,4,185,5,32,7,0,2,1,0,11,128
3.569492261,0,373,1,427,1,20,1,0,9,1,1,4,273
1.993952264,0,216,2,223,1,34,5,0,7,1,0,9,631
0.5,0,386,4,378,1,18,2,0,5,0,0,18,834
2.595133361,4,956,0,224,1,22,1,0,2,1,1,18,973
2.537835251,3,428,0,66,4,33,5,0,2,0,1,2,472
3.104679902,4,947,3,398,1,25,7,0,9,0,0,19,180
2.458970734,2,840,2,238,2,22,1,0,6,0,1,7,914
4.608257179,3,752,5,309,0,24,1,1,2,0,0,14,75
2.64294356,3,291,3,336,0,19,7,0,1,1,1,19,710
2.013967247,2,839,1,46,2,16,6,1,4,1,1,9,393
1.174713217,3,715,4,483,1,26,4,0,7,0,0,7,925
2.331276083,1,957,2,389,2,34,7,0,0,0,1,2,302
3.254413042,2,209,3,293,5,20,5,1,0,1,0,17,352
2.565587676,2,826,3,333,2,25,1,0,0,0,1,9,102
1.764541029,1,284,0,378,3,33,6,0,3,1,0,11,844
2.796029935,4,502,1,233,0,32,2,0,7,0,1,1,949
2.075573949,4,907,3,431,2,21,3,0,7,0,0,6,936
0.876718743,4,248,0,311,0,31,7,0,5,0,0,15,295
3.248732943,3,526,2,210,1,18,4,1,6,1,1,13,733
3.554179552,1,82,3,109,2,17,6,0,9,1,1,14,451
2.349607276,2,457,5,291,1,18,4,0,7,1,1,14,622
3.634784467,2,138,5,84,2,28,4,0,6,1,0,10,404
2.367372559,2,656,0,221,2,23,3,0,1,1,0,13,460
0.5,3,270,5,446,1,32,7,0,5,0,0,7,393
0.6,3,118,1,200,6,32,5,0,3,1,0,13,319
3.620735986,5,343,4,377,2,30,2,0,0,1,0,7,988
5.245122751,4,286,5,72,1,26,3,0,9,1,0,12,858
2.857299679,5,956,2,121,2,22,2,0,0,1,0,13,397
4.505253011,5,209,3,431,2,23,2,0,4,1,0,12,905
4.355058919,3,881,0,152,5,32,4,1,2,0,1,8,945
4.955893899,4,889,3,108,1,20,1,1,8,1,1,13,990
2.23670231,4,837,4,274,3,28,2,0,3,1,0,18,303
1.924470859,2,339,3,234,2,20,2,0,0,1,1,19,888
3.704821953,3,928,3,84,2,21,2,0,6,1,0,17,216
0.9,4,603,0,287,3,19,2,0,9,0,0,1,924
4.87521717,5,953,4,207,3,17,4,0,5,0,0,13,507
2.420867211,1,627,2,193,2,24,2,0,3,0,0,3,96
1.2,1,582,0,302,1,30,1,0,9,1,0,14,766
3.769129843,3,384,4,66,1,25,6,1,6,0,0,9,280
3.797875234,2,631,4,258,3,17,5,0,3,0,1,13,412
1.285476242,2,822,3,453,1,29,5,0,5,0,1,18,147
1.543277861,4,551,1,123,0,26,2,0,2,0,0,3,599
2.157121931,3,295,1,478,0,15,4,1,4,1,0,8,685
0.524819133,1,372,2,149,0,27,1,0,0,0,0,12,152
5.278088652,5,796,3,400,2,30,7,0,9,1,0,9,342
1.046200582,4,988,1,459,1,21,1,1,5,0,1,11,841
2.54127873,5,833,0,368,3,21,2,1,8,1,0,3,405
2.616564599,4,660,2,50,3,20,4,0,2,0,0,18,319
1.551329087,0,378,3,417,2,17,7,1,0,1,0,14,948
5.293633874,5,596,5,483,2,26,5,0,8,1,0,11,307
1.497344676,3,388,0,162,4,23,6,1,5,1,0,2,479
1.851514097,5,220,1,455,1,25,3,0,8,0,0,16,208
1.24276249,5,159,1,477,3,20,2,0,2,0,0,17,607
2.304696572,4,856,1,241,1,26,2,0,5,0,0,15,890
2.135059422,1,59,1,114,3,30,2,0,2,0,0,8,249
3.011057003,0,251,4,115,1,20,4,0,7,1,1,16,725
4.065054086,5,965,5,309,2,26,7,0,5,1,0,15,639
1.896215421,1,306,2,139,2,18,7,0,8,1,0,13,228
3.036804509,2,311,2,435,4,32,3,0,2,1,0,2,473
0.8,0,742,1,492,2,31,4,0,8,0,0,6,219
2.586192157,0,479,2,170,5,22,2,0,7,1,0,15,768
3.228391282,4,556,5,410,1,27,3,1,3,1,0,19,248
0.635982762,5,115,0,387,2,19,1,0,0,0,0,12,273
2.206986145,2,855,0,456,3,17,1,0,4,1,0,10,431
3.246911263,4,722,2,415,2,33,6,0,9,1,0,12,295
0.89842747,3,628,1,266,1,19,3,0,1,1,0,15,882
3.098864929,1,661,3,238,4,32,2,1,4,0,0,18,661
3.784547066,1,638,5,359,3,20,4,0,0,1,0,5,949
3.946816863,4,84,1,463,2,23,2,0,9,1,0,15,166
2.427813042,1,606,4,498,0,31,3,0,2,1,0,9,240
3.291115562,5,711,3,191,1,25,6,0,6,0,1,4,409
5.793928019,1,540,5,23,3,29,7,0,6,0,1,17,953
5.689638438,5,629,4,109,1,33,2,0,3,1,0,11,288
4.704009878,3,303,2,234,2,30,7,1,2,0,0,10,580
3.881439324,2,66,4,367,1,15,2,1,3,0,0,7,389
2.218766883,0,310,2,240,1,29,1,1,3,1,0,10,618
2.536657966,4,774,4,62,3,19,5,0,7,1,1,8,176
5.207165382,4,874,3,15,4,34,4,0,1,0,0,3,190
4.706913171,5,305,4,99,2,19,6,0,4,1,1,4,856
1.929796195,3,777,1,73,1,30,2,0,4,0,1,17,191
2.859612933,3,912,2,97,0,22,1,0,4,0,1,2,868
0.7,0,473,0,42,2,20,5,0,7,0,0,10,885
4.863771556,2,550,4,81,1,26,1,0,8,1,0,14,747
0.775066513,4,335,2,53,1,18,2,0,0,0,0,6,537
3.338445053,5,987,0,262,3,30,4,0,5,0,0,8,865
3.948295298,3,56,2,116,3,25,5,0,7,1,0,18,309
2.106827722,4,546,2,299,1,27,2,0,0,0,0,17,139
3.282400098,5,941,0,427,3,34,3,0,3,0,0,3,461
1.585915739,1,248,0,417,0,29,6,1,7,1,0,13,478
7.521599484,4,652,3,11,3,19,6,0,7,1,0,19,770
2.9369835,2,708,5,145,1,27,2,0,4,0,0,2,282
4.916021365,5,986,4,126,5,16,1,0,3,0,1,3,661
3.676638248,2,467,4,418,2,26,2,0,9,0,0,6,890
4.632181018,4,711,2,130,3,20,3,0,6,1,0,17,409
0.832242334,1,101,1,487,1,17,6,0,2,0,0,15,708
0.3,2,292,1,297,0,24,3,0,0,1,0,15,386
2.165887225,3,268,5,321,3,34,2,0,8,1,0,6,313
2.992806075,5,567,2,103,3,18,7,0,8,0,0,8,871
3.980925828,4,158,3,16,1,24,3,0,4,0,1,13,657
2.065552723,1,400,0,441,4,21,1,1,8,1,0,3,497
2.14502339,3,970,2,97,1,32,3,1,8,1,0,2,173
3.945189278,4,115,4,191,3,28,6,0,3,1,0,1,571
0.9,1,59,1,200,3,32,3,0,4,1,1,16,370
1.724165656,3,251,1,466,1,15,7,0,7,1,1,5,465
2.959942101,2,843,1,217,4,31,7,0,1,0,1,12,799
3.369550778,4,950,3,395,3,17,4,0,8,1,1,10,602
4.375808777,4,263,4,300,1,29,1,0,1,0,0,13,169
0.9,2,117,3,363,0,28,6,0,6,1,0,6,624
0.3,0,808,0,287,0,21,3,0,3,0,0,16,445
4.332721013,3,915,2,476,3,24,6,0,1,1,0,4,331
0.9,2,376,2,457,0,22,2,1,6,1,0,15,777
2.832562592,4,99,1,324,4,25,3,0,5,0,1,12,228
2.948764618,3,66,1,442,4,19,5,1,0,1,1,6,465
2.736486358,3,572,0,61,6,17,5,1,3,1,0,13,389
3.181787034,0,870,3,414,1,34,6,0,6,1,0,4,780
4.823843716,4,355,5,405,0,23,1,0,6,0,0,13,501
2.530167086,1,441,5,276,1,33,5,1,2,1,0,1,598
3.635467239,0,173,5,253,0,21,7,0,4,1,0,2,399
3.100551884,0,553,4,191,1,15,5,0,9,1,1,19,255
0.890648629,1,274,0,220,1,24,3,1,3,0,0,11,251
1.92397304,1,805,2,387,4,26,1,0,4,1,1,16,671
4.126732178,0,367,2,207,3,29,4,0,0,1,0,2,953
2.375578532,3,522,3,499,1,25,3,0,7,0,0,2,443
0.9,2,893,0,279,1,20,4,0,9,0,0,8,227
4.655767577,2,940,4,42,2,17,2,0,7,0,0,10,530
1.070625887,0,907,0,111,2,23,6,1,7,0,1,14,466
2.935720873,3,590,0,342,3,31,7,0,8,0,0,3,649
1.522217926,1,407,3,291,0,33,5,0,3,0,0,9,951
2.395315081,5,532,4,407,1,16,3,1,2,0,1,3,825
4.219489319,0,918,5,246,1,19,1,1,3,1,0,17,90
1.664649465,4,927,2,225,0,32,5,0,4,1,0,17,966
1.091896101,3,989,1,441,1,26,2,0,4,1,1,15,280
4.300943906,4,926,5,330,1,29,6,0,9,0,0,2,802
3.745662615,4,478,4,311,4,28,5,0,4,1,0,14,587
0.799679627,0,846,2,136,1,16,7,0,4,1,0,13,428
2.384322534,3,546,5,448,0,24,7,1,9,0,0,18,633
3.761064246,4,521,3,103,1,34,5,1,1,0,0,14,513
5.030675946,3,620,4,83,4,17,4,1,0,0,0,15,558
2.067896226,2,704,4,137,0,23,7,0,3,0,0,15,697
4.579060126,5,887,2,83,0,29,2,0,9,0,0,8,243
3.094711378,4,913,2,485,5,17,1,0,0,0,0,15,755
2.707495258,4,349,0,461,2,33,7,1,6,1,0,16,445
2.244356994,3,787,0,471,4,20,5,0,1,1,0,12,471
3.137466659,5,725,4,405,1,34,5,0,1,1,0,7,162
1.213969707,2,133,1,447,1,18,6,1,8,1,0,16,294
3.254845547,4,426,3,265,3,25,7,0,1,1,0,14,137
1.691460045,0,362,2,457,1,22,1,0,8,1,0,12,313
2.512306526,3,678,0,111,2,32,1,1,1,1,0,14,586
3.059740982,3,369,3,56,1,27,7,0,2,0,0,19,473
4.92032455,4,253,5,174,2,29,3,1,9,0,0,15,283
3.567043878,2,404,5,467,0,30,3,0,2,0,1,16,985
2.202897445,4,343,4,265,1,17,7,0,1,0,0,18,309
2.116454914,1,553,2,434,0,19,5,0,5,0,1,4,546
4.431159756,4,194,5,292,0,21,3,1,5,1,0,2,277
6.360500977,5,588,2,435,2,15,5,0,2,0,0,14,519
1.259404316,5,66,0,257,3,22,1,0,3,1,0,5,739
4.131983029,1,624,5,213,1,20,3,0,6,1,0,1,742
2.112983193,5,828,1,95,4,18,6,0,1,0,0,3,784
4.523104064,5,625,5,333,0,25,2,0,2,1,1,12,91
3.430615131,0,88,2,422,4,20,2,0,4,1,0,18,607
3.824030177,3,179,1,173,1,32,1,1,2,1,0,17,415
2.613930755,5,164,3,374,1,34,5,0,2,1,0,17,79
4.686498444,3,499,5,66,3,34,2,1,8,0,1,6,430
0.9,2,999,2,215,2,16,3,0,9,0,0,16,359
6.488369205,4,974,5,405,3,33,4,0,9,0,0,13,515
2.477945605,0,94,5,438,2,33,5,0,2,1,1,10,804
1.1,1,265,2,157,1,32,3,0,9,0,1,12,784
1.560563116,2,649,1,310,1,25,5,0,2,0,1,8,530
0.5,0,897,0,288,2,17,6,0,2,1,0,2,474
2.492645607,0,464,5,455,2,25,6,0,8,0,1,14,230
1.941203794,1,738,4,479,1,15,3,0,4,1,0,15,902
5.364591272,1,314,3,299,7,16,7,0,9,1,0,10,865
4.572728529,3,972,2,30,2,15,1,0,3,1,0,16,838
5.352582859,4,489,5,444,5,15,1,0,6,0,0,18,253
1.670257569,2,666,0,146,5,27,1,0,4,0,0,4,680
1.693382445,4,430,2,467,1,15,1,0,5,1,1,8,180
3.715428033,2,895,5,378,4,24,3,0,6,0,0,2,699
1.916219818,0,350,3,19,0,27,2,0,1,0,0,14,825
4.727718395,5,220,4,317,3,22,3,0,0,1,0,13,898
4.584993964,5,669,2,54,2,21,3,1,8,1,0,6,160
4.110759232,1,455,5,445,4,34,4,0,2,1,0,13,284
1.399650086,1,404,1,258,1,26,4,0,2,0,0,5,719
1.850756481,0,210,0,39,3,22,6,1,4,1,1,1,166
4.209791521,0,844,4,457,5,27,7,1,8,1,0,1,280
0.733112791,2,601,2,234,0,16,3,0,4,1,0,8,497
2.61363393,0,75,5,395,3,23,1,1,8,1,0,10,943
5.323785093,2,132,4,186,4,34,7,0,6,1,1,9,180
2.433004809,4,222,1,105,0,31,4,0,7,0,0,17,876
3.55256933,1,734,2,438,1,32,4,1,9,1,1,6,575
4.939927499,1,843,4,26,5,30,7,0,5,0,1,12,705
2.655185532,5,119,2,37,1,23,7,0,6,0,0,10,694
4.229212846,5,884,2,135,0,19,7,0,6,0,0,6,620
4.418771407,1,55,4,310,1,34,3,0,4,1,0,15,765
3.070374086,4,845,2,282,4,30,5,0,5,0,0,1,151
3.529682895,4,244,1,196,0,27,4,1,3,1,0,19,704
3.356022796,3,574,4,151,2,16,1,0,6,0,0,8,275
4.390040306,2,112,5,381,5,26,6,0,1,0,0,19,317
5.151052439,5,62,4,147,1,23,7,1,6,0,0,12,405
1.275501056,2,810,1,491,0,16,3,0,9,1,0,2,384
2.908556176,5,254,1,471,4,26,5,1,5,0,1,12,298
1.46601613,3,946,1,346,2,20,2,0,6,0,0,2,727
4.174742957,1,814,5,238,3,27,7,1,9,1,0,14,665
5.097034749,2,89,5,223,2,30,1,1,0,1,0,8,104
2.247186674,5,214,2,283,1,34,1,0,0,0,0,15,564
1.864422374,2,80,2,300,1,22,3,1,0,1,0,2,284
2.733338998,1,578,3,441,1,21,7,0,2,1,0,17,143
1.08236663,0,698,2,67,3,29,2,0,0,1,0,13,165
1.253511817,5,926,1,380,3,19,1,0,2,0,0,10,918
2.664461606,0,881,3,27,5,32,1,0,2,1,1,10,750
1.319033111,3,874,1,189,2,33,7,1,0,0,1,17,126
1.670196412,4,958,0,167,2,27,3,0,7,0,0,11,348
5.106808496,2,726,5,265,4,30,1,0,2,1,0,13,417
2.137285133,5,447,4,46,1,27,6,0,3,0,0,5,199
3.372690433,2,508,0,305,1,28,5,0,9,1,0,9,988
5.290616825,3,842,5,271,2,30,2,0,2,1,0,6,115
2.021232438,3,272,5,88,2,26,4,0,4,0,0,9,362
1.940122154,2,683,1,428,1,26,4,0,6,0,1,6,945
2.383553906,5,127,2,163,2,25,2,0,9,0,0,1,378
2.857227403,1,874,4,370,2,21,6,1,4,0,0,13,290
1.01030032,1,888,2,356,3,18,5,0,2,1,0,1,747
2.023320038,4,649,2,167,1,20,3,0,4,0,0,9,469
3.721308888,2,674,4,84,3,28,3,0,9,0,0,19,996
3.616177052,2,661,4,381,2,28,4,0,2,1,1,1,534
2.205210094,5,987,0,417,2,26,1,0,8,0,0,3,977
1.157300466,2,987,1,387,1,29,2,1,2,0,0,6,855
4.721342628,5,864,2,64,4,25,5,0,3,0,0,8,456
2.597801339,2,933,1,215,1,18,3,1,8,0,0,3,579
2.583861663,3,477,1,224,3,25,2,0,3,1,0,8,535
2.876799311,0,474,3,18,4,26,1,0,9,0,0,15,180
2.799492186,2,436,0,115,1,34,4,1,1,1,0,19,664
3.164381241,0,288,2,327,4,22,1,1,9,0,0,11,973
3.254626176,1,907,5,376,3,32,5,0,5,1,1,13,899
4.399045439,4,672,4,411,2,20,6,0,4,1,0,7,206
3.65787755,1,139,4,254,3,23,6,0,4,0,0,11,828
2.630741198,2,434,1,316,2,31,4,0,5,1,0,16,720
2.559326193,5,188,0,112,3,19,1,0,5,0,0,1,995
3.428208143,1,696,0,284,2,30,7,0,8,0,0,11,219
3.073398009,3,573,2,334,1,27,7,0,9,0,0,15,679
0.1,0,293,2,382,1,27,6,0,1,0,0,12,452
0.678410986,5,554,1,347,5,23,7,0,2,0,0,6,356
0.853970231,5,471,1,388,2,16,5,0,3,0,0,15,766
2.455798628,2,231,1,42,3,30,6,0,3,0,0,16,348
3.980915489,3,244,3,117,2,15,5,0,1,0,1,5,400
2.040639931,0,923,0,431,2,22,5,0,3,1,0,10,815
1.788854815,3,683,1,278,0,16,2,0,8,0,0,12,658
0.7,1,102,0,442,1,24,5,0,7,0,0,5,673
4.735757762,2,977,5,82,1,27,3,0,9,0,0,18,331
4.342024494,5,917,4,355,2,15,5,0,6,1,0,18,561
4.828165082,5,734,4,190,2,17,1,0,4,0,1,10,948
0.7,1,228,0,394,3,23,3,0,2,1,1,9,716
4.876043352,5,342,5,277,3,18,4,0,3,0,0,13,873
3.712497549,4,424,4,161,2,19,6,0,0,1,1,19,83
4.923830032,2,108,4,394,2,16,6,0,5,1,0,2,507
4.121689552,1,103,4,77,3,29,3,1,1,1,1,1,139
4.188386495,2,963,2,400,1,17,1,0,5,1,0,3,107
4.336756528,0,818,5,381,6,33,7,0,3,0,1,15,790
1.638727744,2,294,2,357,2,25,6,0,5,0,0,1,849
1.4,2,198,0,494,2,21,6,1,9,1,1,6,823
0.7,0,845,0,206,1,21,4,0,7,0,0,19,971
3.657478069,1,417,3,304,2,31,1,0,8,0,0,19,939
